title,views,url,id,dateCreated
Grant Granular Permissions in a Permission Template,53295,https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/grant-granular-permissions-in-a-permission-template,13790,"Fri, 20 Jan 2017 21:40:23 GMT"
Install Procore Sync,52359,https://support.procore.com/products/procore-sync/tutorials/install-procore-sync,13130,"Wed, 04 Jan 2017 21:22:17 GMT"
Create a Standard Project Folder Structure for the Documents Tool,52242,https://support.procore.com/products/online/user-guide/project-level/documents/tutorials/create-a-standard-project-folder-structure-for-the-documents-tool,4173,"Tue, 15 Sep 2015 18:11:00 GMT"
Review and Confirm Drawings,51180,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/review-and-confirm-drawings,19764,"Fri, 09 Jun 2017 23:58:36 GMT"
Install Procore Extracts,47440,https://support.procore.com/products/procore-extracts/user-guide/tutorials/install-procore-extracts,48750,"Tue, 26 Mar 2019 21:36:49 GMT"
Generate Submittals from Specifications (Submittal Builder),45899,https://support.procore.com/products/online/user-guide/project-level/specifications/tutorials/generate-submittal-log,31161,"Fri, 23 Mar 2018 16:29:30 GMT"
Bulk Add Users and Companies to a Project Directory,43781,https://support.procore.com/products/online/user-guide/project-level/directory/tutorials/bulk-add-users-and-companies-to-a-project-directory,1233,"Fri, 13 Feb 2015 22:52:03 GMT"
Create a Custom Project Report,42867,https://support.procore.com/products/online/user-guide/project-level/reports/tutorials/create-a-custom-project-report,1577,"Wed, 25 Feb 2015 00:36:37 GMT"
Create a Bid Package,42114,https://support.procore.com/products/online/user-guide/project-level/bidding/tutorials/create-a-bid-package,869,"Fri, 30 Jan 2015 19:12:35 GMT"
Create a Commitment Change Order,42059,https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-commitment-change-order-cco,2256,"Wed, 01 Apr 2015 17:13:21 GMT"
Add a User Account to the Project Directory,41945,https://support.procore.com/products/online/user-guide/project-level/directory/tutorials/add-user-account-to-project-directory,2797,"Mon, 18 May 2015 20:47:46 GMT"
Delete Drawing Markups,41516,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/delete-drawing-markups,966,"Tue, 03 Feb 2015 00:17:50 GMT"
Mark Up a Drawing,41390,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/mark-up-a-drawing,1069,"Thu, 05 Feb 2015 16:43:30 GMT"
Add a Distribution Group to the Company Directory,40868,https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/add-a-distribution-group-to-the-company-directory,2837,"Tue, 19 May 2015 18:49:45 GMT"
(Legacy) Create a Change Event,39283,https://support.procore.com/products/online/user-guide/project-level/change-events/tutorials/create-a-change-event,22906,"Tue, 08 Aug 2017 16:18:09 GMT"
Add a User Account to the Company Directory,38054,https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/add-a-user-account-to-the-company-directory,1676,"Fri, 27 Feb 2015 18:04:41 GMT"
