"title","views","url","id","dateCreated","lastThirty"
"Observations","47238","https://support.procore.com/products/online/user-guide/project-level/observations","4676","Thu, 05 Nov 2015 21:50:12 GMT",796
"Sage 300 CRE® : Connects Procore to Sage 300 Construction & Real Estate","47026","https://support.procore.com/integrations/sage-300-cre","666","Tue, 20 Jan 2015 10:04:50 GMT",821
"Generate Submittals from Specifications (Submittal Builder)","46859","https://support.procore.com/products/online/user-guide/project-level/specifications/tutorials/generate-submittal-log","31161","Fri, 23 Mar 2018 16:29:30 GMT",960
"About the Procore + Sage 300 CRE® Connector","46662","https://support.procore.com/integrations/sage-300-cre/about-the-procore-sage-300-cre-connector","1076","Thu, 05 Feb 2015 22:13:39 GMT",950
"Log in to Procore Drive","46596","https://support.procore.com/products/procore-drive/user-guide/managing-settings/log-in-to-procore-drive","4912","Tue, 15 Dec 2015 00:54:02 GMT",309
"Configure an SD Card for Your Android Device","45615","https://support.procore.com/procore-mobile-android/user-guide/configure-an-sd-card-for-android-device","35575","Wed, 27 Jun 2018 20:41:42 GMT",1754
"Bulk Add Users and Companies to a Project Directory","44236","https://support.procore.com/products/online/user-guide/project-level/directory/tutorials/bulk-add-users-and-companies-to-a-project-directory","1233","Fri, 13 Feb 2015 22:52:03 GMT",455
"Timesheets","44076","https://support.procore.com/products/online/user-guide/project-level/timesheets","23647","Tue, 29 Aug 2017 17:01:47 GMT",892
"Create a Custom Project Report","43568","https://support.procore.com/products/online/user-guide/project-level/reports/tutorials/create-a-custom-project-report","1577","Wed, 25 Feb 2015 00:36:37 GMT",701
"Create a Commitment Change Order","43050","https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-commitment-change-order-cco","2256","Wed, 01 Apr 2015 17:13:21 GMT",991
"Add a User Account to the Project Directory","42880","https://support.procore.com/products/online/user-guide/project-level/directory/tutorials/add-user-account-to-project-directory","2797","Mon, 18 May 2015 20:47:46 GMT",935
"Create a Bid Package","42822","https://support.procore.com/products/online/user-guide/project-level/bidding/tutorials/create-a-bid-package","869","Fri, 30 Jan 2015 19:12:35 GMT",708
"Mark Up a Drawing","42115","https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/mark-up-a-drawing","1069","Thu, 05 Feb 2015 16:43:30 GMT",725
"Delete Drawing Markups","41999","https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/delete-drawing-markups","966","Tue, 03 Feb 2015 00:17:50 GMT",483
"Reports","41637","https://support.procore.com/products/online/user-guide/project-level/reports","530","Sun, 18 Jan 2015 14:28:14 GMT",659
"Add a Distribution Group to the Company Directory","41145","https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/add-a-distribution-group-to-the-company-directory","2837","Tue, 19 May 2015 18:49:45 GMT",277
"Tasks","40890","https://support.procore.com/products/online/user-guide/project-level/tasks","23880","Wed, 06 Sep 2017 18:29:23 GMT",661
"Emails","40848","https://support.procore.com/products/online/user-guide/project-level/emails","455","Fri, 16 Jan 2015 17:22:32 GMT",594
"Videos","40149","https://support.procore.com/products/online/user-guide/project-level/directory/videos","557","Sun, 18 Jan 2015 15:12:40 GMT",805
"(Legacy) Create a Change Event","39632","https://support.procore.com/products/online/user-guide/project-level/change-events/tutorials/create-a-change-event","22906","Tue, 08 Aug 2017 16:18:09 GMT",349
"Planroom","39491","https://support.procore.com/products/online/user-guide/company-level/planroom","594","Mon, 19 Jan 2015 22:39:54 GMT",722
"DocuSign®","39407","https://support.procore.com/integrations/docusign","15223","Mon, 27 Feb 2017 22:51:40 GMT",954
"Action Plans","39160","https://support.procore.com/products/online/user-guide/project-level/action-plans","75863","Tue, 31 Mar 2020 20:44:31 GMT",1694
"Add a User Account to the Company Directory","39084","https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/add-a-user-account-to-the-company-directory","1676","Fri, 27 Feb 2015 18:04:41 GMT",1030
"QuickBooks®: Connects Procore to QuickBooks®","38783","https://support.procore.com/integrations/quickbooks","5033","Wed, 23 Dec 2015 21:11:22 GMT",757
"Add-on Service Products","38308","https://support.procore.com/customer-success/add-on-service-products","12666","Thu, 22 Dec 2016 00:03:33 GMT",1358
"Procore Custom Solutions","38154","https://support.procore.com/products/online/custom-solutions","51482","Fri, 24 May 2019 21:19:20 GMT",920
"Respond to a Submittal as an Approver","37542","https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/respond-to-a-submittal-as-an-approver","2154","Wed, 18 Mar 2015 23:43:23 GMT",674
"Add Task Categories","36853","https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/add-task-categories","32543","Mon, 16 Apr 2018 21:22:10 GMT",378
"What is a Test Project?","36826","https://support.procore.com/faq/what-is-a-test-project","69126","Fri, 31 Jan 2020 18:43:33 GMT",1195
"(Legacy) Create a Purchase Order","36762","https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-purchase-order","1309","Wed, 18 Feb 2015 00:40:46 GMT",493
"What gets copied over to a new project when applying a project template?","35472","https://support.procore.com/faq/what-gets-copied-over-to-a-new-project-when-applying-a-project-template","2039","Wed, 11 Mar 2015 16:14:54 GMT",987
"Delete Drawing Markups (iOS)","34958","https://support.procore.com/procore-mobile-ios/user-guide/drawings-ios/tutorials/delete-drawing-markups-ios","6834","Wed, 16 Mar 2016 22:47:32 GMT",291
"Procore Implementation Roadmap","34639","https://support.procore.com/customer-success/implementation-roadmap","9263","Thu, 14 Jul 2016 16:37:29 GMT",685
"Extract Project Data Using Procore Extracts","34441","https://support.procore.com/products/procore-extracts/user-guide/tutorials/extract-project-data-using-procore-extracts","48727","Tue, 26 Mar 2019 20:47:29 GMT",945
"Correspondence","34382","https://support.procore.com/products/online/user-guide/project-level/correspondence","74806","Fri, 20 Mar 2020 18:17:10 GMT",1036
"Create Prime Contracts","34369","https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-prime-contracts","1193","Mon, 09 Feb 2015 20:28:51 GMT",627
"Videos","33812","https://support.procore.com/products/online/user-guide/project-level/rfi/videos","500","Fri, 16 Jan 2015 23:40:11 GMT",583
"FAQ","33747","https://support.procore.com/faq","373","Wed, 07 Jan 2015 19:44:27 GMT",951
"Upload a Project Schedule File to Procore's Web Application","33347","https://support.procore.com/products/online/user-guide/project-level/schedule/tutorials/upload-a-project-schedule-file-to-procores-web-application","2237","Mon, 30 Mar 2015 15:50:17 GMT",878
"Procore Learning Paths","33320","https://support.procore.com/procore-learning-paths","5536","Wed, 03 Feb 2016 22:30:01 GMT",482
"Upload and Submit a Submittal","33106","https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/upload-and-submit-a-submittal","2313","Tue, 07 Apr 2015 18:22:41 GMT",746
"Add a Drawing Area","32930","https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/add-a-drawing-area","2737","Fri, 15 May 2015 18:39:39 GMT",584
"Create a Potential Change Order for a Prime Contract","32779","https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-a-potential-change-order-for-a-prime-contract","2149","Wed, 18 Mar 2015 18:53:33 GMT",612
"ERP Integrations","32642","https://support.procore.com/products/online/user-guide/company-level/erp-integrations","627","Mon, 19 Jan 2015 23:19:00 GMT",1074
"Procore Extracts","32604","https://support.procore.com/products/procore-extracts","55888","Wed, 07 Aug 2019 23:00:22 GMT",1088
"Procore for Outlook","32563","https://support.procore.com/integrations/procore-outlook-addin","50584","Mon, 06 May 2019 16:17:24 GMT",575
"Add Tiered Locations to a Project","32446","https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/add-multi-tiered-locations-to-a-project","4503","Wed, 14 Oct 2015 21:44:27 GMT",832
"Upload Specifications","32249","https://support.procore.com/products/online/user-guide/project-level/specifications/tutorials/upload-specifications","4445","Fri, 09 Oct 2015 18:17:19 GMT",731
"Best Practices for Using the Tasks Tool","32076","https://support.procore.com/products/online/user-guide/project-level/tasks/tutorials/best-practices-for-using-the-tasks-tool","32438","Fri, 13 Apr 2018 23:11:04 GMT",541
"Create a Prime Contract Change Order","31934","https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-a-prime-contract-change-order","2153","Wed, 18 Mar 2015 23:41:35 GMT",628
"Request Services from Custom Solutions","31812","https://support.procore.com/products/online/custom-solutions/request-services-from-custom-solutions","52755","Thu, 20 Jun 2019 17:10:21 GMT",1176
"How do I reset an unknown password?","31519","https://support.procore.com/faq/how-do-i-reset-an-unknown-password","2843","Tue, 19 May 2015 23:49:29 GMT",2269
"Company Rollout","31344","https://support.procore.com/customer-success/implementation-roadmap/4-rollout","9433","Mon, 01 Aug 2016 16:19:19 GMT",711
"Work Breakdown Structure","31202","https://support.procore.com/products/online/work-breakdown-structure","119542","Fri, 26 Feb 2021 21:50:55 GMT",1158
"Change a Project's Status to Active or Inactive","31008","https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/change-a-projects-status-to-active-or-inactive","21732","Tue, 18 Jul 2017 19:52:29 GMT",752
"Why are my drawing uploads failing?","30995","https://support.procore.com/faq/why-are-my-drawing-uploads-failing","44502","Wed, 09 Jan 2019 00:20:33 GMT",1798
"(Legacy) Create a Subcontract","30922","https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-subcontract","1311","Wed, 18 Feb 2015 01:15:07 GMT",415
"Documents","30222","https://support.procore.com/products/online/user-guide/company-level/documents","577","Mon, 19 Jan 2015 21:01:27 GMT",510
"Upload Drawing Revisions","29990","https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/upload-drawing-revisions","930","Mon, 02 Feb 2015 18:17:38 GMT",748
"How do I add someone as an employee of my company?","29698","https://support.procore.com/faq/how-do-i-add-someone-as-an-employee-of-my-company","9338","Thu, 21 Jul 2016 21:29:08 GMT",846
